,score,text,score_ideal
74,0,flipkart puts a hold on plans to go app-only » nextbigwhat,-1
75,-1,"no decision yet on 'app-only', says flipkart.",-1
76,0,flipkart’s ravi vora steps down as ceo of strategic brands,-1
77,1,waiting for an invite to check how it works !!,0
78,0,"shreya ghoshal, shreyaghoshal   -&gt; discover flipkart offers, coupon codes at",0
79,0,"'gratitude', 'seatbelt', 'humbling' &amp; 'bangaluru'   -&gt; discover flipkart offers, coupon codes at",0
80,2,dear  do you expect me to verify my phone no. every 30 days?,-1
81,0,rt flipkart launches ping. now shop with your friends,1
82,0,"flipkart, snapdeal, amazon, others dole out incentives to sellers",1
83,0,"rt flipkart loses rs 2.20 for a re earned, amazon loses rs1.90 and snapdeal rs 1.70.
total losses flipkart rs 5440cr,snapdeal 53…",-1
84,0,all flipkart promise not fullfilled and they still have my products and money as well.seller's stop working with them.,-1
85,0,whatsapp ... what else.... here comes the ping... lol... shop chat... rockzzz,0
86,-3,my new shoes &amp; bata sandals(same as the one which i lost in goa) ordered from flipkart &amp; got,0
87,-4,"how can you be so indifferent with those who are not your fkrt 1st customers.
this is pathetic behaviour.",-1
88,0,here comes   ping,0
89,0,... what else.... here comes the ping... lol... shop chat... rockzzz,0
90,1,earn  and         vouchers for answering surveys on join at,1
91,0,flipkart goes social; now chat with your friends when you shop.,1
92,3,at best price,1
93,0,online shopping goes social with flipkart’s ping – times of india,1
94,0,rt  is bridging gap between &amp; one step at a time by,1
95,0,mentoring the 'i' discipline (english) 1st edition (paperback) is selling cheaper at inr 164 today,1
96,0,"od303332734471861100
was out 4 few days n servant received the product on my behalf..",0
97,2,this is something interesting keep it on guys ...  is innovating,1
98,0,what does oder on hold means? when will my ordier with order id order  od303683387431286500 be delivered?,0
99,1,earn  and  vouchers        for answering surveys on join at,1
100,0,flipkart ping let’s users chat while they shop,1
101,7,rt  join the  &amp; stand a chance to win 2  vouchers!,1
102,0,rt with 4g for multi-player gaming. available on flipkart. http…,1
103,0,expect large e-commerce firms across globe to follow flipkart,1
104,0,guess which book i ordered from  right now?,0
105,-2,why dumped only policy?,0
106,1,earn  and  vouchers for        answering surveys on join at,1
107,0,rt wait list at 50k and climbing!!,1
108,0,"rt screengrab replacing links. leveraging contacts. social proof, we-know--you-better-coz-we…",0
109,0,online shopping goes social with flipkart,1
110,-3,back from dead inside the subhas bose mystery is selling cheaper at inr 295 today,1
111,0,rt 40k waitlist and going!!! ping is exploding on flipkart!,1
112,0,t400 wireless optical mouse mouse is selling cheaper at inr 899 today,1
113,0,creature iii speaker is selling cheaper at inr 2999 today,1
114,0,"flipkart launches 'ping', a brand new social collaborative shopping experience on its mobile app",1
115,3,download best 4 mre offers on,1
116,0,"flipkart launches a fun, social way to shop with friends on flipkart",1
117,4,rt all right  dev team has some some amazing stuff with  lightening fast data transfers and les…,1
118,0,smashwords and flipkart to end distribution relationship - amazon scores victory,-1
119,1,earn  and  vouchers for answering        surveys on join at,1
120,6,is this a good choice for nexus 5 charging cable? please suggest if any better options,0
121,3,"rt five  egv, five winners for a new rt if you're excited and ready for win? 

 w…",1
122,1,rt flipkart ping is probably one of the first game changing innovation coming from an indian tech startup.,1
123,1,"join ama - i'm amod malviya, former cto, flipkart . ask me anything! on",1
124,4,5 amazing flipkart vouchers for our,1
125,0,"i had offer of 80% off on flipcover while ordering samsung j7, now offer has been modified by u to 40%",-1
126,2,head of learning at flipkart. now that's an interesting role in an e-commerce organization. any idea of da role sir?,1
127,-1,focussed on mobility; no timeline to go flipkart -,-1
128,-1,i orderded a mouse yesterday for 655rs. and u'r selling it now at 599.. do cancel my old order and confirm my new,0
129,0,e560 multi-function inkjet printer is selling cheaper at inr 5698 today,1
130,-1,"hey folks, why is it, hard to find your email address on your webpage, need to check something on our recent delivery. plz reply",-1
131,2,hey can you please invite me to the flipkart ping!,0
132,0,flipkart launches ‘ping’- a new ‘social shopping’ experience on the flipkart app,1
133,0,launches ‘ping’- a new ‘social shopping’ experience on the flipkart app,1
134,4,"just bought glucometer strips. wins over , and even what…",1
135,4,awesome move!!! wants to make mobile shopping a more social experience…,1
136,-2,flipkart what is wrong with you people?!,-1
137,3,latest update of make new n innovative but they forgot to solve the al…,-1
138,3,at best price …,1
139,0,... what else.... here comes the ping... lol... shop chat.…,0
140,2,this is something interesting keep it on guys ... flipkart is inn…,1
141,-2,why dumped only policy? …,0
142,0,adds social layer to its with,1
143,-2,"pricetrak eurekaforbes pathetic brand, neither buy it nor sell it",-1
144,3,at best price ever offers here,1
145,0,launches ‘ping’- a new ‘social shopping’ experience on the flipkart app …,1
146,0,latest mobiles phone with price via,1
147,2,"yes, time is not ripe to go for app only model for companies like flipkart",-1
148,0,"rt  from last 16 days (from 7th aug) i m waiting for my order to get delivered.
when the delivery date given by you …",-1
149,5,"rt  please change your tagline from
ab har wish hogi puri
to
ab har wish rahegi adhuri

because you don't care abt y…",-1
150,1,"rt  i think on 7th aug 2015, i made a big mistake by placing an order during your freedom sale.",-1
151,0,flipkart ping brings social networking into online,1
152,1,rt tiwariamit784 rt focused on but no timeline to go flipk…,-1
153,0,"-&gt; discover flipkart offers, coupon codes at",1
154,4,sorry for trolling. love you flipkart. your delivery service is also very fast like your assistance service,1
155,0,hey flipkart i am buying laptop tommorow ! any discount from any specific card or using app ? let me know fast,0
156,6,"rt the contest continues! here’s our next task. shoot, share &amp;
win a dslr, cool cams &amp; selfie sticks!",1
157,0,rt adds social layer to its with,1
158,2,flipkart working to gain mastery over artificial co-founder sachin bansal,1
159,4,"hi!! i was just telling  that they uses the same kind of invites for their ping.. 
cheers",0
160,0,u need sum1 frm ur ecom team to guide u..ur mentioning snapdeal n pasting link of flipkart...may b  can help.,-1
161,0,flipkart moto g 3rd gen. offers &amp; coupons august 2015,1
162,0,\flipkart is bridging the gap between e-commerce and commerce,1
163,0,"rt shopping was never so easy! shop anytime, anywhere on the flipkart mobile app!",1
164,2,if u want to buy a new smart phone buy it now at,0
165,0,"buy j7(gold, 16  at",0
166,1,earn          and  vouchers for answering surveys on join at,1
167,0,audio technica ath-m40x over-the-ear headphones is selling cheaper at inr 6141 today,1
168,0,pkss 1.2 1.2 electric kettle is selling cheaper at inr 1164 today,1
169,0,retweet_count,0
170,4,"rt  participate in our \all is well with hifi\\ &amp; win flipkart egv's by answering simple questions! rt please""",1
171,4,"rt  participate in our \all is well with hifi\\ &amp; win flipkart egv's by answering simple questions! rt p…\""""",1
172,4,"rt  participate in our \all is well with hifi\\ &amp; win flipkart egv's by answering simple questions! rt plea…\""""",1
173,4,"rt  participate in our \all is well with hifi\\ &amp; win flipkart egv's by answering simple questions! rt pleas…\""""",1
174,4,"rt  participate in our \all is well with hifi\\ &amp; win flipkart egv's by answering simple questions! rt pl…\""""",1
175,5,"rt  participate in our \all is well with hifi\\ &amp; win flipkart egv's by answering simple questions! rt please …\""""",1
176,4,"rt  participate in our \all is well with hifi\\ &amp; win flipkart egv's by answering simple questions! rt ple…\""""",1
177,2,rt wow!  is the world's 2nd largest bookseller and only indian in the top 10,1
178,-1,etretail | focussed on mobility but no timeline to go flipkart,-1
179,2,do you have an invite for please send me one.,0
180,1,earn  and  vouchers for answering surveys on         join at,1
181,4,"rt  participate in our \all is well with hifi\\ &amp; win flipkart egv's by answering simple questions! rt please…\""""",1
182,0,cooler master nse-300-kkn2 mid tower cabinet is selling cheaper at inr 3694 today,1
183,2,top 10 online bookstores in the world.,1
184,0,rt flipkart introduces chat feature on app with ping,1
185,1,"flipkart to hire 12,000 people this year to expand operations -",1
186,2,buy flipkart gv worth rs 4000 and get gv of rs 250 at flipkart app,1
187,1,this is a re-verification campaign to increase the security of your flipkart account.,1
188,0,latest script to buy lenovo k3 note in flipkart flash sale - sriraman,0
189,0,flipkart app now allows you to have real-time chat with flipkart has introduced a new in-app feature ...,1
190,0,denim musk deodorant roll-on  -  for men is selling cheaper at inr 215 today,1
191,0,rt conquer gaming. samsung with 4g for multi-player gaming.now available on flipkart. …,1
192,0,eta0u80ibeginu battery charger is selling cheaper at inr 138 today,1
193,0,online retail company flipkart launches in-app chat feature called ping today,1
194,1,earn  and  vouchers for answering surveys on join         at,1
195,0,expect large e-commerce firms across globe to follow flipkart - business standard,1
196,0,american tourister zing 08 laptop backpack is selling cheaper at inr 1387 today,1
197,0,online shopping goes social with flipkart's ping -,1
198,0,standard hdmi a-a hdmi cable is selling cheaper at inr 395 today,1
199,5,really happy to see ping launch congrats to the team,1
200,2,shopping goes social with flipkart's would you like to take your friends along when you go online shoppi...,1
201,2,yes these are the flipkart product listing ads .. they are creating new ad formats to promote merchant sales,1
202,3,"this is the reason why  is leader and shopping app   
great job",1
203,0,"i ask to you 1question to all flipkart senior why your delivery boy &amp; people doing such 
gunda giri with me.",-1
204,0,"hi flipkart,

today i have receive sms for product delivery but courier boy not deliver my product yet.hence",-1
205,0,ping is good! when r u making the noise?,1
206,0,flipkart moto g 3rd gen. offers &amp; coupons august flipkart moto g 3rd gen. coupons &amp; offers flipkart surp...,1
207,0,rt smashwords and flipkart to end distribution relationship - amazon scores victory,-1
208,0,"flying fafda monster, slyandsulk   -&gt; discover flipkart offers, coupon codes at",0
209,0,premdeep_jagdev rt .flipkart is bridging gap between &amp;,1
210,0,galaxy tab 4 t331 tablet is selling cheaper at inr 19800 today,1
211,-1,v 240 gb ssd internal hard drive is selling cheaper at inr 8900 today,1
212,-2,my main fault is that place order on flipkart. flipkart is a very pathetic service provider .,-1
213,0,smashwords and flipkart to end distribution relationship - amazon scores victory  via,-1
214,3,"true app
great job",1
215,0,draco design bumper case for iphone 5 5s is selling cheaper at inr 2999 today,1
216,0,rt some insights about  which has been rated no1 shopping app on android and ios.,1
217,0,power-level 1 resistance tube is selling cheaper by 8% at inr 1695 today,1
218,0,rt flipkart says 41% of indian e-commerce happens on mobile. 70% of flipkart's 50 million users shop on flipkart's app,1
219,0,sling urban photo 250  camera bag is selling cheaper at inr 3499 today,1
220,0,"i ask to you one question to all flipkart senior why your delivery boy &amp; people doing such 
gunda giri with me.",-1
221,1,overall i want to say only courier people are running not the owner of flipkart.,-1
222,0,"rt .  ,  ,  , peeyush ranjan shopping together on for a watch.",0
223,0,the prophet (english) is selling cheaper at inr 60 today,1
224,1,earn           and  vouchers for answering surveys on join at,1
225,2,"hi friend, can you please give me an invite to ?",0
226,0,india's ecommerce giant flipkart introduces social network feature - memeburn,1
227,0,v 4 v 4 headset with mic 9008 wired gaming headset is selling cheaper at inr 210 today,1
228,0,introduction to management science operations research is selling cheaper at inr 531 today,1
229,2,"on page of metal gear solid legacy collection, its having description of bioshock game.",1
230,1,"hey, check out ping! now shop with friends on flipkart invite link",1
231,1,rt drag. drop. share. 3 easy steps to social shopping with,1
232,0,glares by titan wayfarer sunglasses is selling cheaper by 2% at inr 2385 today,1
233,3,flipkart’s ‘ping’ aims towards bringing the joy of shopping with friends &amp; family back!,1
234,2,xbox 360 4 gb kinect with kinect adventures is selling cheaper at inr 24990 today,1
235,0,"cauet officiel, cauetofficiel   -&gt; discover flipkart offers, coupon codes at",1
236,0,"'curfew', 'indulge', 'lathicharge' &amp; 'sarabjit'   -&gt; discover flipkart offers, coupon codes at",1
237,0,"hey, check out ping! now shop with friends on flipkart",1
238,2,thanks for working on my revolutionary idea .....whomp,1
239,0,lumia 1520 is selling cheaper at inr 35999 today,1
240,1,smart tab 8 tablet is selling cheaper at inr 5880 today,1
241,-1,"it's really, really hard to make software to power an online ebook retailer - even when you have millions to spend",0
242,1,earn  and           vouchers for answering surveys on join at,1
243,2,thanks for working on my idea ...thanks flipkart,1
244,0,rt flipkart is about to launch something new &amp; social. stay tuned for more or tell us what it could be!,0
245,1,free rs. 250 flipkart voucher. get flipkart 250 gv on 4000 rs. gv. valid only on apps,1
246,0,new ping feature wants to make shopping more social,1
247,0,"rt interesting!
41% of online shopping comes from mobile, and india leads the system.",1
248,0,flipkart did acquire appiterate...,0
249,0,rt  ping overview in one pic,0
250,0,use this invite.,0
251,1,earn  and  vouchers          for answering surveys on join at,1
252,0,"rt lights...camera...do the 2 vouchers, gym memberships &amp; goody bags!",1
253,0,on  by ari2626 good-e-tailer -,0
254,1,please raise a return request online by logging in to your flipkart account. we'll sort it.,0
255,0,"rt advice on people management, when you taught at
 the cost of",-1
256,3,not good  !!,-1
257,0,flipkart wants to make online shopping social with ping,1
258,0,rt flipkart brings ‘ping’ for real time conversation,1
259,0,the first feature which requires mobile app only. flipkart launches ping.,1
260,0,flipkart keeps app plan on hold to assess how it will impact sales in big-ticket -,0
261,0,"rt when i grew up in india, our family had a \ration card\\. now my parents use flipkart. dizzying change in last 25 years""",0
262,0,is india number 1,1
263,1,i want to send you the screenshot in dm of flipkart invoice wherein they mention seller address. why can't you.,-1
264,1,i have shared it but i am not getting any help.,-1
265,0,india’s ecommerce giant flipkart introduces social network feature,1
266,0,flipkart launches new in-app feature that lets you ask friends what to buy in ...,1
267,-1,seriously they should return money immediately if a person cancel the order! it takes 8 days why?,-1
268,0,"'bandh'   -&gt; discover flipkart offers, coupon codes at",1
269,0,rt how aims to redefine through ping,1
270,2,"flipkart launches new feature 'ping'


social commerce can be a useful extension for",1
271,1,"rt &amp; executives join hands with an angel to float a new platform for used cars, spinny v…",1
272,0,"telemarket for me by call online sellers from snapdeal,flipkart,ebay, amazon.in and get them registered…",0
273,0,"telemarket for me by call online sellers from snapdeal,flipkart,ebay, amazon.in and get…",0
274,0,"telemarket for me by call online sellers from snapdeal,flipkart,ebay, amazon.in…",0
275,1,"pantaloons, amazon, snapdeal, jabong and flipkart sale over....

nse bse sale started ..flat 20% off on all shares",-1
276,-1,no long-term in or just in a fast cannibal,0
277,-3,rt  wants to be your next social network because shopping all by yourself is boring,0
278,1,"deals of the day price says rs.549, when i click it said 999rs. now its saying 790rs. within 30 seconds.. solve these issues..",-1
279,4,"why top executives are leaving startups like flipkart, snapdeal, ola",-1
280,6,an attacker called love price in india - an attacker called love online at have a look at it!,0
281,0,"the number game 
ys making sense of flipkart’s and snapdeal’s valuations through their gmv via",0
282,0,"call online sellers from snapdeal,flipkart,ebay, amazon.in and get them registered to sell their products on vyoms…",0
283,0,early-stage boom may hit follow-on rounds,1
284,0,seems to be taking the lead in some stuff for way to go..,1
285,-2,now why would flipkart name its social network ping when there's already a failed social network with the same name,-1
286,0,"ws retail still selling at 549.. when clicking buy now, it redirects me to cart.. but then shows \no item on cart\\\""""",-1
287,0,"telemarket for me  by vyomshop call online sellers from snapdeal,flipkart,ebay, amazon.in and get them registered …",0
288,4,"why top executives are leaving startups like flipkart, snapdeal, ola &amp; others - the economic times",-1
289,0,"just a little finishing touches needed, but the k3 note is almost ready for today's sale on",1
290,1,hey hi guys can i have an invite for the same...,0
291,0,ddr3 4 gb(1 x 4gb) pc ram (cmv4gx3m1a1600c11) is selling cheaper at inr 1709 today,1
292,0,"rt just a little finishing touches needed, but the k3 note is almost ready for today's sale on",1
293,0,this type of cheating not expected from   for info to,-1
294,3,samsung galaxy j5 and j7 starting at rs.11999 exciting offers- sale at flipkart !,1
295,3,samsung galaxy j5 and j7 starting at rs.11999 exciting offers- sale at flipkart !,1
296,0,"rt pantaloons, amazon, snapdeal, jabong and flipkart sale over....

nse bse sale started ..flat 20% 
wa",-1
297,1,"and executives join hands with an angel to float for used cars, via",1
298,0,travel blue luxury eye mask eye shade is selling cheaper at inr 224 today,1
299,1,"rt and executives join hands with an angel to float for used cars, …",1
300,-2,mock test paper for,0
301,1,flat 50% off on home sofas- big sale at flipkart !,1
302,0,tried flipkart's ping. good product. but i doubt it will see adaptation. too many features confuse the users and they may get overwhelmed,-1
303,0,"hey  where would v find d pics of launch event of ping held at f baar, new delhi yesterday?",0
304,0,"rt the number game 
ys making sense of flipkart’s and snapdeal’s valuations through their gmv vi…",0
305,2,"- buy flipkart gv worth rs 4000 and get gv of rs 250 at flipkart app -- flipkart -- rs. 3750.0 -- gifting, stationery &amp; office…",1
306,0,etcio | how flipkart’s ping aims to redefine e-commerce through the messenger,1
307,0,"etbrandequity | flipkart's up for a chat, introduces ping messenger for mobile app",1
308,0,flipkart app gets an add-on chat ping,1
309,0,rt flipkart app gets an add-on chat ping,1
310,-1,"rt shopping now is very isolated experience,   is bringing new product called  where u can do soc…",-1
311,2,where is my flipkart voucher that i won. hope u are not cheating on twitter,-1
312,0,you guys sell shit! sell defective phones over  !,-1
313,2,thanks flipkart  for spoiling the rakhi festival! you took 8 days to revert on the order,-1
314,0,an year back i wrote about coshopping in mobile now flipkart has implemented it with ping,1
315,0,"rt the number game 
ys making sense of flipkart’s and snapdeal’s valuations through their gmv v…",0
316,0,why are you telling us on 26th when the rakhi is just two days away!,-1
317,0,"flipkart launches new feature 'ping'

 -via inshorts",1
318,2,very interesting and innovative thing by flipkart no need to leave app to discuss any products with friends. cool..,1
319,0,"now \ping\\ your friends before buying""",0
320,1,flipkart e-gift vouchers rs.250 free on rs. 4000 (on app),1
321,0,kaspersky internet security - multi-device is selling cheaper at inr 1399 today,1
322,-1,wd 1 tb black desktop internal hard drive (wd1002faex) is selling cheaper at inr 6025 today,1
323,0,"rt the number game 
ys making sense of flipkart’s and snapdeal’s valuat…",0
324,0,unite 2 a106 (8 gb) is selling cheaper at inr 5830 today,1
325,0,any idea when   and  are launching in india?,0
326,0,making sense of the valuations done by these companies through their gmv. interesting!,1
327,4,rt  &amp;   on why top executives are leaving high growth startups,-1
328,0,"\shrinking interactions with the founders coupled with decreased influence on impactful decisions\\""
1447""",-1
329,4,"why top executives are leaving startups like flipkart, snapdeal, ola &amp;amp;amp; others",-1
330,3,looking for designer build a website for online store by want to create website like flipkart. (budget…,1
331,4,"why top executives are leaving startups like flipkart, snapdeal, ola &amp;amp; others | et retail",-1
332,-1,"rt forget 
baap of all sale - visit",1
333,0,"samsung and in stock on flipkart
price rs 11,999 - 14,999",0
334,0,"yourstoryco rt the number game 
ys making sense of flipkart’s and sna…",0
335,0,how flipkart’s ping aims to redefine e-commerce through the messenger,1
336,0,thisisecommerce how flipkart’s ping aims to redefine e-commerce through the messenger …,1
337,4,"why top are leaving like flipkart, snapdeal, ola &amp; others",-1
338,4,"rt why top are leaving like flipkart, snapdeal, ola &amp; others",0
339,0,"&lt;-discover reviews and compare prices from flipkart,amazon and snapdeal",0
340,0,is it trusty  one,1
341,0,"rt just a little finishing touches needed, but the k3 note is almost ready for today's sale on  are you?",0
342,0,"indrani mukherjea &lt;-discover reviews and compare prices from flipkart,amazon and snapdeal",0
343,0,"surat &lt;-discover reviews and compare prices from flipkart,amazon and snapdeal",
344,5,"hii, 
we find you you the best deal out of the many online sites like flipkart, snapdeal, amazon, jabong etc",1
345,4,"why top are leaving like flipkart, snapdeal, ola &amp; others …",-1
346,0,"ok is it cash back site?? what are the offers for amazon,flipkart??",0
347,10,"you have a great product, how do you improve on it??  has done just that. great update, app is even better now. looks useful.",1
348,0,"brahmin &lt;-discover reviews and compare prices from flipkart,amazon and snapdeal",0
349,1,desire 816g (octa core) is selling cheaper at inr 15400 today,1
350,0,"rt &lt;-discover reviews and compare prices from flipkart,amazon and snapdeal",0
351,0,optimus g (e975) is selling cheaper at inr 18490 today,1
352,0,already?,0
353,6,flipkart buy gift vocher worth rs4000 &amp; get gift vocher of rs250,1
354,0,here's why flipkart has put its app-only plans on hold via,-1
355,4,"rt why top executives are leaving startups like flipkart, snapdeal, ola",-1
356,4,"why top executives are leaving startups like flipkart, snapdeal, ola &amp; others",-1
357,0,"hi flipkart. i've got sony bravia on monday, they said itll be installed on wed.still i didnt get any call. kindly help.",-1
358,1,flat 50% off on home sofas- big sale at flipkart !,1
359,2,is not everyone's cup of tea - why top executives are leaving startups,-1
360,0,online shopping goes social with flipkart's ping,1
361,0,"hey, check out ping! - let’s shop together on ping by flipkart.",0
362,4,"bean bag covers flat rs 499 flipkart
.
buy .
flipkart is offering amazing offers on...",1
363,3,on best selling titles minimum 45% off,1
364,6,support system being created by companies like    at workplace is much desired,1
365,0,usb cables minimum 24% off,1
366,0,"i'll opt for the lenovo k3 note coz even though the price is the same,  delivers to shillong while  does not!",0
367,0,footwear for men &amp; women flat 40% off,1
368,0,rt the rocking  product team with the rocking fashion bloggers!,1
369,0,how flipkart's ping aims to redefine e-commerce through the messenger,1
370,0,"sale-india's most affordable 4g smartphone lenovo a2010(black, 8 gb) -  rs. 4,990",1
371,-5,a wanna be monopoly when people stopped giving a fuck about long back,-1
372,0,"totes, backpacks &amp; more min. 40% off",1
373,0,f&amp;d w330x wireless speaker is selling cheaper at inr 3790 today,1
374,0,"rt    these guys r fraud, wl nt gv u return in 30days period. they only mentioned i…",-1
375,0,on fiction best-sellers minimum 45% off,1
376,0,"\shrinking interactions with the founders coupled with decreased influence on impactful decisions\\""
2113""",-1
377,5,got appreciation for my idea from team for thinking ahead. happy not content,1
378,-1,when can i expct a call back. how difficult it is send sum1 to come n pikup the not working device.,-1
379,0,x-box 360 4 gb kinect holiday bundle is selling cheaper at inr 24500 today,1
380,3,thanking u beautiful,1
381,4,"why top executives are leaving startups like flipkart, snapdeal, ola &amp; others - economic times",-1
382,0,do try this out,0
383,0,thanking u bro,1
384,0,wah!! congrats...,1
385,0,"waitlist for flipkart ping already at over 100k, says punit according to soni, flipkart has 50 million p...",1
386,0,thanking you bro,1
387,0,exclusive...replaced product shoddy finish...no qc once again why do they carry such a shoddy manufacturer,-1
388,0,"'sheena'   -&gt; discover flipkart offers, coupon codes at",0
389,6,rt we have our 1st winner for today!congratulations  enjoy your rs.5k  voucher! ht…,1
390,0,lenovo k3 note black and white variants to go on sale on flipkart today…,1
391,0,flipkart launches ping. now shop with your friends » nextbigwhat,1
392,-2,disappointed with service by flipkart jbl t200a,-1
393,0,"rt flipkart launches new feature 'ping'

 -via inshorts",1
394,0,rt shopping goes social with  ping. will this feature give it an edge over the others?,1
395,0,my  answer to how do i turn off notifications in the flipkart app?,0
396,0,flipkart ping – making online shopping go social again,1
397,0,flipkart 3 order successfully delivered within 2 day,1
398,0,"glocal source apple stainless steel  525 mug

ads on 99spr",0
399,0,flipkart launches in-app chat feature called ping,1
400,0,"rt 8gb) just rs. 11,999 with 4 more offers –",1
401,0,"rt 32gb, white) just rs. 7,349 on exchange offer –",
402,0,"rt digiflip pro et701 tablet( 8gb, wi-fi) just rs. 3,499 on | go shopping mart",
403,0,flat 50% off,
404,0,"unicorn developers who think survive because of them, may soon realise reality is exactly the opposite",
405,0,"shopping goes social with flipkart ping, dbs bank to soft launch its mobile banking pla...",
406,8,today's 2nd winner is...  congratulations enjoy your rs.5k  voucher!,
407,8,rt today's 2nd winner is...  congratulations enjoy your rs.5k  voucher!,
408,2,congrats deserving,
409,6,wow congrats guy ;-),
410,0,"digiflip pro et701 tablet at rs.3,499  upto 16% from &gt;&gt;",
411,0,ratb-11032cy resistance tube is selling cheaper at inr 1050 today,
412,2,congrats,
413,2,"hii devender singh devendersingh93, want to get iph0ne 6 for free? please go check my bi0. thx",
414,2,"hii storyofpen2013 storyofpen2013, want to get iph0ne 6 for free? please go check my bi0. thx",
415,2,congratulations winners! inbox us your email ids with your id proofs to receive your flipkart vouchers from us.,
416,0,when can we expect the accessories for  canvas xpress 2 in india?,
417,0,sdhc 32 gb 40 class 10 is selling cheaper at inr 935 today,
418,0,xperia m is selling cheaper at inr 1490 today,
419,0,rt latest mobiles phone with price via,
