,score,text,Score_ideal
45,0,m sure u wll find these wooden cases for iphone damn sexy,1
46,1,galaxy a5 is selling cheaper by 3% at inr 19200 today,1
47,1,watch how ramanuja quit his job and created a successful retail business with help of snapdeal in,0
48,1,desire 500 dual sim is selling cheaper at inr 13999 today,1
49,1,xperia e4 dual sim is selling cheaper at inr 10150 today,1
50,1,download best 4 mre offers on …,1
51,0,30504 value batten emergency lights is selling cheaper at inr 1995 today …,1
52,1,toys jcb earth mover is selling cheaper by 2% at inr 84 today …,1
53,1,xperia z ultra is selling cheaper at inr 13398 today,1
54,1,"nikon india relents, ready to drop the names of  and  from caution notice. the matter was heard by karnatka high court",0
55,0,my report on new feature,0
56,1,at best price …,1
57,1,- 53% off on mamalove intex fun balls in snapdeal at lowest deal price,1
58,0,- 45% off on intex jump o lene play house in snapdeal at lowest deal price,1
59,0,- 71% off on imported by nyrwana water inflatable intex tub pool in snapdeal at lowe…,1
60,1,16gb ipad mini with wi-fi is selling cheaper at inr 15920 today …,1
61,1,at best price,1
62,1,gear fit-r3500(charcoal black) is selling cheaper at inr 7400 today …,1
63,0,earn upto 10% on at via …,1
64,1,watch how ramanuja quit his job and created a successful retail business with help of  in,0
65,1,i sincerely regret the experience you have been through. kindly share your order id. i'll help you out. thanks! mukti.,-1
66,1,"sir.. m sure you will find these exclusive wooden cases 
very sexy",0
67,0,"upon my tweeting, somebody from  called up, clarified doubt. good. thanks.",1
68,0,"fashion koni heeled slip-ons..
for see more sample and buy please open the below link..",0
69,1,snapdeal makes me happy!!! love the huge range of products.,1
70,0,rt snapdeal new office looks awesome! how can i apply for post ?,1
71,0,practically addicted to shopping on snapdeal. i found lots of amazing offers here.,1
72,1,"yes, loved this",1
73,-1,how shameless u ppl r. now u r not replying also.,-1
74,0,80% of  orders will be conducted via over the next 2y,0
75,1,the ambience is awesome,1
76,0,would be finishing my degree next year.....would be,0
77,3,it is great shopping on snapdeal. fun time. i am liking the offers on,1
78,1,i hope i get to work there someday!,0
79,1,they just loved it,1
80,0,rakhi upto 80% off on toys &amp; gift store at snapdeal,1
81,0,showed the pics to my friends today!,0
82,1,is amazing workplace ever,1
83,0,"worst  company i ever used,they cant even do what they write in email for refund",-1
84,2,cheers and good luck,1
85,2,new office with beautiful interior is the perfect gift to employees,1
86,1,looks fantastic,1
87,2,best place to work,1
88,1,- 48% off on intex underwater fun swimming pool- 6 feet in snapdeal at lowest deal price,1
89,0,aeolus tyre on me,0
90,1,snapdeal is a nice website. shopping on snapdeal is very easy.,1
91,0,"hey, look what i found on snapdeal. pitambari creations white fabric wedding cards, pack of 50...",1
92,0,toys gifts store upto 80% off  upto 8% from &gt;&gt;,1
93,2,snapdeal has made their employees super happy,1
94,0,true story!,0
95,1,superb interior,1
96,0,goes contemporary -,0
97,3,would love to work in this lovely office,1
98,2,makes  everyone to work in snapdeal awesome !!,1
99,0,rt register now to own the 1.3ghz processor &amp; 8mp camera loaded,0
100,1,is definitely the most amazing workplace ever,1
101,2,"wow
i loved it !!",1
102,2,"rt snapdeal
amazon 
myntra 
flipkart 
yepme 

rupee 
promises 

everything is available on huge discounts.",1
103,2,amazing place to work at,1
104,1,"gurgaon is so lucky ,so 
 is here !!",0
105,2,rt welcome awesomeness in your life with register today -,1
106,0,rt buy the entire  collection from  click the link and check out the collection. htt…,0
107,0,snapdeal new office looks awesome! how can i apply for post ?,1
108,0,"its a
!!",0
109,0,ha  g,0
110,3,"amazing infrastructure, a place to work happily",1
111,1,we transform lives 'n now spaces! welcome to,0
112,1,without doubt its a good place for work   !!,1
113,0,apologies for the experience. i'll get this checked with my team &amp; update you on this. thanks! -kavya,1
114,5,"wow it look like grand welcome , definitely i want to work here",1
115,3,rt isn't this the best place to work in it looks so cool,1
116,0,rt only the beginning of our journey...,0
117,1,great to know that  has opened new office in !!,0
118,4,is the place where everyone would love to work &amp; work to love,1
119,2,one of the best places to work in is the !,1
120,1,totally in in love with snapdeal's new office....,1
121,1,"looks so cool.. 
i wish to work here !!",1
122,1,beautifully &amp; intelligently designed,1
123,4,wow  it's the best place   where i would like to work,1
124,0,keep climbing new summits.,1
125,1,"tweeps! join   for the &amp; 
win a brand new",0
126,1,"cover hub nearby,you all will enjoy your parties &amp;  birthdays",0
127,1,"a gym, a spa, a library..everything wow",1
128,3,superb infrastructure &amp; beautiful interior one would love to have!,1
129,2,isn't this the perfect place to do work,1
130,1,rt     super awesome!,1
131,2,is the place where everyone would love to do work there,1
132,0,rt thanks to  we are giving away one more xiaomi mi4i. click here to know more&gt;&gt;,1
133,2,enjoy your new premises with more power to boost you.,1
134,0,thanks to  we are giving away one more xiaomi mi4i. click here to know more&gt;&gt;,1
135,0,still waiting for the product despite making 4 calls to your customer care today itself...,-1
136,2,amazing welcome to employees at,1
137,1,buying on snapdeal is a smart choice. customer service of snapdeal was good. got  more than i expected.,1
138,2,i am a loyal and happy snapdeal shopper. never found online shopping so convenient.,1
139,2,amazement with  new wonder in gurgaon for snapdeal  employees,1
140,3,everyone would love to work this beautiful place,1
141,0,"rt congrats  and  on your 
seems lik a blast
you should invite ggn companies to …",0
142,0,"hope you heard from us &amp; we were able to address the issue. do let me know, if you need any further assistnace. thanks! -kavya",0
143,1,its all about the job satisfaction with amazing here,1
144,1,without any doubt  is the perfect place to work in town!,1
145,1,now i too want to work in  it has a world class campus in gurgaon.,1
146,2,amazing place to work is and it's the,1
147,1,gear fit-r3500(charcoal black) is selling cheaper at inr 7400 today,1
148,2,they give impressive welcome to employees at isn't it amazing??,1
149,0,complete exaggeration.... isn't it?,-1
150,0,- 53% off on bosch gsb450re impact drill with 100pcs home kit at snapdeal,1
151,0,ncr is shining with office at gurgaon,1
152,0,- 83% off on 41 pcs home tool kit at snapdeal,1
153,0,the world of new opportunities,0
154,0,"sale!!! (somebody posted on fb) 
amazon, snapdeal, flipkart sale is over....
\ nse-bse sale started ..flat 20% off \""""",1
155,0,hi  manufacturer's warranty will be given with the product. you can claim the warranty from the invoice provided by us.thanks! kavya,0
156,0,earn upto 10% on at via,0
157,1,- 38% off on toyhouse 4-in-1 luxury tricycle in snapdeal at lowest deal price,1
158,0,- 50% off on playtool 2-in-1 tricycle cum scooter in snapdeal at lowest deal price,1
159,1,guys the most happening place to work is is here and it is,1
160,2,great interiors n great designs,1
161,3,it has the most friendly atmosphere &amp; a superb cool fascinated place to work!,1
162,0,no,-1
163,-1,"same product two different price.
shame on you",-1
164,1,found shopping on snapdeal to be very good. expecting more wonderful offers from snapdeal.,1
165,1,"rs 4,999 micromax canvas spark flash sale on budget smartphone available from wednesday noon
 
…",0
166,2,we got one great place to work in and it is without a doubt!,1
167,3,"cool things, nice shopping on snapdeal. makes you smile. have a really cool mobile shopping app.",1
168,1,buying on snapdeal is a smart choice. i found shopping on snapdeal to be very simple and easy.,1
169,2,it will be a definite pleasure to work in snapdeal.,1
170,2,amazing red carpet welcome for the employees,1
171,0,if i buy dell  laptop  from   or   do i get   warranty,0
172,0,what is the all about?,0
173,2,awesome place to work in town!,1
174,2,is surely the most amazing place to work in town,1
175,0,"the is at gurgaon..
looks so cool. wish i could change my job !!",1
176,1,spf1237 7-inch digital photo frame is selling cheaper at inr 3723 today,1
177,0,"if this is how snapdeal's new office looks,i only have one question-where &amp; how do i apply?",1
178,1,ddr3 4gb desktop ram (cmz4gx3m1a11600c9) is selling cheaper at inr 1923 today,1
179,0,now working in this new avenue to send you your 'dil ke deal',1
180,2,luminous 600va ups pro) is selling cheaper at inr 1699 today,1
181,2,truly perfect place to work at,1
182,2,what a perfect place to work at,1
183,1,facility and services are directly proportional to the best experience,1
184,1,"wow, i am very happy to hear this news for opened the new office in gurgaon",1
185,2,omg!! the coolest place to work in is the without a doubt!,1
186,0,i'll get this checked with my team &amp; we'll get back to you with an update on this. thanks! -kavya,0
187,1,this looks cool,1
188,0,"rt look at their new gurgaon facility, what a place its to work, just a dream for any employee",1
189,0,new home for snapdeal,0
190,0,people are working in this new avenue to send you your 'dil ke deal',0
191,1,"gym, spa, library all at one place.. wow",1
192,2,really loved the fresh new look,1
193,2,"really loved it, can i work here",1
194,0,"buy &amp; with discounts by gravolite
shop",1
195,2,wow !!! its great to know that  has opened new office in !!,1
196,0,this week in startups,0
197,2,cooler master chassis haf xb cabinet is selling cheaper at inr 8499 today,1
198,1,without any doubt its  perfect place for work   !!,1
199,1,really loved the all new look,1
200,0,but it would be treat to see the place!,1
201,0,"look at their new gurgaon facility, what a place its to work, just a dream for any employee",1
202,3,it is great shopping on snapdeal. fun time. i was happy to get my product delivered very quickly.,1
203,0,persons r more imp than places..n the designs and interiors of this office will nt attract,-1
204,1,there is a new no.1 result in the search engines for most attractive looking offices in ncr,1
205,1,i wanna work here,0
206,1,congratulation to   for new setup at gurgaon.,1
207,1,"a new amazing place in the town !!  its is
!!",1
208,1,really cool new look,1
209,2,rt must say its amazing place to work at,1
210,2,"rt gym, spa, library all at one place.. wow what could be better than this! l'ovin the news of",1
211,1,team??? winners didn't got the voucher yet please respond to them,-1
212,2,must say its amazing place to work at,1
213,0,pls check your dm,0
214,0,now we are working in this new avenue to send you your 'dil ke deal',0
215,1,snapdeal makes me happy!!! delivery made me happy,1
216,2,"gym, spa, library all at one place.. wow what could be better than this! l'ovin the news of",1
217,0,#NAME?,0
218,0,adbe's rajiv mangla to take over as snapdeal’s cto,0
219,0,- 41% off on play way bike in snapdeal at lowest deal price,1
220,1,- 35% off on love baby pink tricycle for kids in snapdeal at lowest deal price,1
221,0,- 55% off on syma s107 and s107g rc red helicopter in snapdeal at lowest deal price,1
222,1,really loved it,1
223,2,rt welcome awesomeness in your life with register today h…,1
224,2,rt welcome awesomeness in your life with today,1
225,2,welcome awesomeness in your life with today  rt,1
226,2,is the best place for delhites to work,1
227,2,happy with my product i got from snapdeal i was happy to get my product delivered very quickly.,1
228,1,"eye-catching, classy interiors that seem to invite you over at the",1
229,2,welcome awesomeness in your life with register today,1
230,0,i'm travelling to  new office at gurgaon.,1
231,2,rt wow this is like the google office.,1
232,1,"a lovely workplace 
at gurgaon for  peoples !!",1
233,2,feels like heaven,1
234,0,i wanna send my resume here...,1
235,2,snapdeal is one of the best websites i have seen so far. have a nice customer service.,1
236,2,perfect place to work at,1
237,2,happy with my product i got from snapdeal they have my favorite brands.,1
238,2,"rt guys the coolest &amp; the awesomest place to work
oh yes- its none other than  office",1
239,4,"isn't look like grand welcome
loved it !!",1
240,1,rt oh  love u still smiling! thnx 4 the energy! we do it with style and panache for sure!,1
241,3,rt great place to work - snapdeal you rock! what an awesome campus,1
242,2,snapdeal shopping in one word - simple amazing it is largely easy to shop from snapdeal.,1
243,2,snapdeal shoppping is equal to smart shopping. i am expecting more nice offers from them.,1
244,2,rt is a place where passion meets innovation &amp; create the impact on millions.,1
245,0,rt my dream office space would undoubtedly be snapdeal's delhi office.,1
246,1,snapdeal’s hot new a 90 minute return request pickup,1
247,2,rt if you wish to work with pleasure.....best would be to work with,1
248,3,rt a work environment speaking of classy decor &amp; super infrastructure at,1
249,1,happy with my product i got from snapdeal shopping from the snapdeal mobile app was very good.,1
250,0,rt  snapdeal new office looks awesome! how can i apply team?,1
251,2,making everyone to work in snapdeal awesome !!,1
252,2,"rt diligent employees, caring employers is what you get when you have a workplace like",1
253,2,wow this is like the google office.,1
254,1,rt i won't even feel like taking a leave. that's,1
255,1,the designs and interiors of this office are shouting clearly that they are the best!!,1
256,1,starting from interiors to the color of the walls; everything is the best at the,1
257,2,rt this is dream job &amp; the best place to work in,1
258,1,"don't be tempted by the looks.   can't match global giants like google, facebook etc!",1
259,2,this is dream job &amp; the best place to work in,1
260,3,everyone would love to work in this lovely office,1
261,2,so far the best welcome to its employees till now by snapdeal!,1
262,2,snapdeal has made their employees super happy with this interior,1
263,1,perfect is the word for it!,1
264,0,sana just spotted you. where is this new world?,0
265,1,guys look at the best,1
266,0,rt and now is trending!,0
267,1,delhi has got a new glitter adding to its charm! office,1
268,0,today the talk of the town is       wohooop !,1
269,0,any chance for it to come to mumbai too?,0
270,2,how awesome can an office be wow  is seriously beyond awesome.,1
271,1,i so wish my workplace was as cool as the,1
272,1,i won't even feel like taking a leave. that's,1
273,3,i would love to work at this beautiful place!,1
274,0,complete awesomeness!,1
275,0,rt snapdeal to appoint new technology online retailer snapdeal is in talks to hire rajiv ... via,0
276,1,wanna work here ..,0
277,1,wish to have  working environment like the,1
278,0,the design and interior was perfect..,1
279,1,its a beauty,1
280,2,an office so cool that employees won't even feel like taking a leave. that's,1
281,1,i am looking forward to work in the all,0
282,1,"rt loved the 
it's their new office in gurgaon !",1
283,-1,"rt a very happening place in the town! its is
without any doubt",1
284,3,"rt superb infrastructure &amp; beautiful interior one would love to have! 
   awesome…",1
285,0,"indians ecommerce site  
opens a new office tody... party",0
286,1,"in office sports room, cafe, all under one single roof. omg this is great !",1
287,2,so i give them the title of 'the best place to work in',1
288,2,the have a great interior. beautiful office.,1
289,1,"rt sony xperia m4 aqua dual rs 20,300| 19,499| rs.19,089 &lt;--- best price",1
290,2,has a new improved office in delhi. congratulations,1
291,0,i wanna part of the all,1
292,-1,worst service... still i have not received my product bt in web site's it's showing i have received,-1
293,2,love the way how you welcome people  in the,1
294,0,largest online marketplace  has all .,1
295,1,ayo rma its wonder full jeee,0
296,2,mind-blowing office to work in,1
297,0,working in the is really a once in a lifetime opportunity.,1
298,4,"seems like everyone wants to be there! yes, work is fun in such an awesome workplace ;)",1
299,0,i am coming to see you soon,1
300,0,the largest online marketplace  has all .,0
301,1,good to know about the   is here in delhi,0
302,1,is at the perfect location..,1
303,1,looking forward to see more surprises from you. you guys are amazing,1
304,3,"grand welcome .. snapdeal..
its really a great event",1
305,1,this is a dream place to work in!,1
306,3,"wow opening with a great dance..
loved",1
307,0,"if this is my new workplace, i am sure i would never take leaves ;)",0
308,3,"cool things, nice shopping on snapdeal. makes you smile. some really cool offers to shop from.",1
309,1,good to know that  has opened new office in,1
310,1,such a great news i haread in the morning,1
311,1,must say world class place to be work at,1
312,0,monsoons are beautiful not the smelly wall seepage. get airwick freshmatic citrus spice,0
313,2,"guys the coolest &amp; the awesomest place to work
oh yes- its none other than  office",1
314,0,check out the,0
315,2,is here! who can say no to such awesome work place? probably no-one,1
316,0,"turn heads with the all-new and make an impression
register now   come on guys",1
317,2,"is so stylish!
loved it!!
suppa classy",1
318,1,guys gurgaon welcomes this just makes the coolest workplace in india.,1
319,1,book a product at 14 august and still waiting. great job,-1
320,1,woww welcome to employees in,1
321,0,has opened a new office in gurgaon ! have a look !,0
322,0,have you seen  here at gurgow..,0
323,0,please refer the given link for the thanks! -kavya,0
324,1,love this  place for every employee,0
325,0,- 49% off on saffire green annie 4 in 1 solar robot in snapdeal at lowest deal price,1
326,1,guys i wish i had a working environment like the,0
327,0,- 40% off on fantasy india red remote control rechargeable car with steering in snapdeal at lowest de…,1
328,1,- 60% off on slick yellow plastic battery operated walkie talkie for kids 2 pcs in snapdeal at lowest…,1
329,0,so delhi is shining with office,1
330,0,gurgaon is bloody lucky! delhites those who work in snapdeal are born lucky!,1
331,0,rt guys check coolness redefined,1
332,0,- 30% off on lee cooper brown formal shoes at snapdeal,1
333,0,- 27% off on celkon millennia q450 dual sim 4gb white at snapdeal,1
334,1,centre of attraction is here  new talk of town - gurgaon !,1
335,1,the pictures look so good! kudos to the entire  team!,1
336,0,adobe's rajiv mangla to take over as snapdeal's cto,0
337,0,a happening workplace ensures the employees are always enthusiastic!,1
338,1,"sony xperia m4 aqua dual rs 20,300| 19,499| rs.19,089 &lt;--- best price",1
339,1,guys you will be pleased to see the check it out,1
340,1,"rt eye-catching, classy interiors that seem to invite you over at the",1
341,0,everything is colourful and a visual treat in,1
342,1,tweeps its great to know that  has opened its new office in,1
343,0,guys in the capital of india! you have gotta check it out,0
344,0,"rt turn heads with the all-new and make an impression.
register now",1
345,2,it's such a warm welcome to employees in,0
346,0,awesome! truly awesome.,1
347,1,amazed by the looks and interiors of,1
348,1,snapdeal makes me want to shop more. they have an awesome collection of brands.,1
349,0,world class infrastructure at,1
350,1,is a beautifully planned office newly opened in gurgaon!,1
351,2,great place to work from,1
352,1,i spose even the employees wud get a gr8 kick out of this &amp; working wud be real fun in  now..,1
353,3,i am a loyal and happy snapdeal shopper. have never found shopping so convenient,1
354,0,rt making sense of flipkart’s and snapdeal’s valuations through their gmv,0
355,1,.  is one of d best of d workplace .,1
356,1,this looks amazing,1
357,1,yes i'm just loving the in guragaon! the new office of,1
358,3,happy with my product i got from snapdeal i love to shop from a wide range of products which are available here.,1
359,0,guys check a dream place for every employee,1
360,0,this is the big joinery starting for the snapdeal,1
361,4,i am a loyal and happy snapdeal shopper. found their customer support to be very good. one of the better ones i have experienced so far.,1
362,2,got amazed by the spectacular decoration at,1
363,3,i am a loyal and happy snapdeal shopper. it is very easy to shop from snapdeal.,1
364,3,"tweeps  has opened their new office in gurgaon, yes great place i would love to work with in",1
365,0,snapdeal snapdeal snapdeal,0
366,1,great designs,1
367,1,"lover ? 
f&amp;d a111u multimedia speaker at 50% off rs 1349 paytm here …",0
368,1,loved the office so much,1
369,0,a dream place for every employee,1
370,2,i am a loyal and happy snapdeal shopper. got my product very quickly from snapdeal.,1
371,1,meizu mx5 more than better register now  snapdeal,1
372,0,largest online marketplace  has all,0
373,0,"quick quiz.. an office in gurgaon with world class amenities and facilities..
.
.
.
.
.",1
374,2,superb infrastructure &amp; stylish decor makes  a class apart.,1
375,0,tweeps largest online marketplace  has all .,1
376,2,such a warm welcome to employees in,1
377,0,guys check coolness redefined,1
378,2,"did you check out the 
so fabulous n diserable to work in",0
379,1,infrastructure par excellence! world class place to be work at,1
380,2,the employees at are so lucky to have such a beautiful office,1
381,2,tweeps is a place where passion meets innovation,1
382,2,best working environment like the,1
383,0,congrats   guys  ... new  office  at ncr woohhooo,1
384,1,i am applying right now for a job in,0
385,2,this is certainly perfection personified place to work at,1
386,1,i'm working in the most beautiful office in the town of gurgaon!,1
387,0,"all incorporated here under one roof gym, spa, library and much more...",1
388,0,"snapdeal raises $500 million funding from alibaba group, foxconn and softbank",1
389,2,is surely the most awesome place to work in town!,1
390,0,escape  to the,0
391,2,"has gym, spa and library! 
surely one of the best place to work in gurgaon",1
392,0,other online e-markets would soon copy,0
393,3,"has opened their new office in gurgaon, yes great place i would love to work with in",1
394,1,this is an amzing place to work from,1
395,2,superb infrastructure and at a cool place,1
396,0,really office looks amazing.,1
397,2,i wish to work in  amazing world class campus in gurgaon.,1
398,2,"a wonderful workplace 
at gurgaon to work in",1
399,1,probably the only workplace in india that matches excellence of international level.,1
400,1,32gb microsdhc evo class 10 is selling cheaper at inr 746 today,
401,1,is the new office in gurgaon! beautiful and colourful,
402,2,the coolest place to work in is the without a doubt!,
403,1,this is what one can call a awesome design.kudos for fab interiors,
404,5,"i would definitely love to work in a place like this, great interiors n positive vibes",
405,2,it's impressive welcome to employees at,
406,0,is trending now!!,
407,1,rt the  is just amazing,
408,0,"anything  does, trends india-wide on twitter?",
409,1,"guys gurgaon.
looks so cool.
i wish could work here !!",
410,0,the office pics  just blew me away i wish i could be one of the employees of,
411,1,the  is just amazing,
412,0,"if this is how snapdeal's new office looks, i only have one question - where &amp; how do i",
413,1,"best news ! 
 has opened new office in",
414,6,it is great shopping on snapdeal. fun time. have never found shopping so convenient its  fast and easy to use delivery is very accurate,
415,1,"guys so gorgeous, working over there would be a delight  at gurgaon",
416,0,dont forget to  check out the,
417,-1,i am dead sure now  office wud be flooded wid job offers after their,
418,1,do check out the so fabulous,
419,1,"guys india's e-commerce site  's
has now an office in gurgaon!
welcome team",
420,1,"guys gurgaon is so lucky
 is here",
421,2,beautiful place to work on !!,
422,2,"a place which every employee will love to work in, the is astonishing!",
423,1,no doubt this is best place for work,
424,3,a work environment speaking of classy decor &amp; super infrastructure at,
425,1,the design of the new office is just aweosme .. loving it,
426,1,guys chk out the interiors.....here work would be fun!,
427,1,my dream place to work is  office i wanna join the too!,
428,0,adobe’s rajiv mangla to take over as snapdeal’s cto,
429,1,"online retailer snapdeal is in talks to hire rajiv mangla, a top adobe systems executive, as chief...",
430,0,india's one of the largest online market place new office at delhi ncr,
431,0,"wouuu this is really amazing..
wanna see it soon",
432,-2,rt amazon transport is ridiculously pathetic. unable to deliver my oneplus 2 even on expected date.,
433,1,welcome team  you are just aweosme,
434,0,"do you know 
is constructed in the 4.5 lacs sqft. &amp; will house around 4500 employees",
435,0,food court &amp; medical centers are present within the campus.,
436,0,this is quality workplace,
437,1,this is completely heart warming! snapdeal has made its employees super happy!,
438,0,guys did you heard about the new office of,
439,0,cant wait to visit  office at gurgaon.  heard so much!,
440,2,rt a great place to work,
441,0,is not less than a surprise for all the shopaholics.,
442,2,has some great design and interiors. employees are gonna love this,
443,0,"the new world of our snapdeal is here
now in delhi ncr
new office",
444,2,"wonderful facilities for the employees as well 
 a lot's of things..",
445,3,"rt superb infrastructure &amp; beautiful interior one would love to have! 
   awesom…",
446,2,one word wow  place to work in is the without a doubt!,
447,0,is constructed in the 4.5 lacs sqft. &amp; will house around 4500 employees,
448,2,snapdeal is one of the best websites i have seen so far. have never found shopping so convenient,
449,1,all the best for the new beginnings,
450,3,"cool things, nice shopping on snapdeal. makes you smile. delivery made me happy",
451,3,buying on snapdeal is a smart choice. great offers and savings from snapdeal.,
452,1,its great to know that  has opened new office in,
453,1,you described it even more beautifully,
454,0,"everyone is dying to work with u in newly office.
its next gen e-commerce 
yo yo snapdea",
455,0,"rt quick quiz.. an office in gurgaon with world class amenities and facilities..
.
.
.
.
.",
456,-1,india's one of the largest online market place!! no doubt,
457,0,rajiv mangla to take over as snapdeal’s cto,
458,2,perfection personified place to work at,
459,1,great news,
460,1,"india's giant e-commerce site  's
has now an office in gurgaon!
welcome team",
461,1,rt yes! india's one of the largest online market place  is in gurgaon! looks awesome &amp; uniqu…,
462,5,"superb infrastructure &amp; beautiful interior one would love to have! 
   awesomeness at its best",
463,1,"see at interior furniture of snapdeal office
its just awesome",
464,2,"guys the coolest &amp; the awesomest place to work is  office

i wanna join the too!",
465,0,i have sent my resume plz just reply me,
466,1,rt and is trending in india.... kudos to team   takes a bow..,
467,2,wow! this is what we call a smart design.. kudos for fab interiors,
468,1,galaxy s4 gt i9500 16gb deep black is selling cheaper at inr 15999 today,
469,1,"wonderful place is the  gurgaon office 
 is here..",
470,1,it's simply awesome! i really loved this,
471,1,yes! india's one of the largest online market place  is in gurgaon! looks awesome &amp; unique!!,
472,1,ur from delhi na ur so lucky to have their office in ur place,
473,2,"the coolest &amp; the awesomest place to work is  office

i wanna join the too!",
474,0,- 67% off on saffire remote controlled ferrari with opening doors in snapdeal at lowest deal price,
475,0,- 36% off on toyhouse pink scooty 6v rechargeable battery operated ride-on in snapdeal at lowest deal…,
476,0,- 38% off on toyhouse panda swing car in snapdeal at lowest deal price,
477,0,rt that feeling of numbness on completion of a massive project,
478,2,is not less than a heaven to work in.,
479,0,gurgaon is the new place where  gonna rock now !!,
480,1,i am dead sure now  office wud be flooded wid job offers after their wow what fun na..,
481,0,a new start to   in form of new office in gurgaon. have to say looks absolutely amazing.,
482,2,working at the is probably the coolest thing on earth right now!,
483,0,seriously mindblowing is the word for the,
484,5,"i would love to work in a place like this, great interiors n positive vibes",
485,0,the office pics of just blew me away i wish i could be one of the employees of,
486,3,this is awesome this is beautiful   big congratulations   guys,
487,2,"wonderful facilities for the employees as well games, cafe, and a lot's of things..",
488,0,"turn heads with the all-new and make an impression.
register now",
489,1,"look at interior furniture of snapdeal office
its just awesome guys",
490,1,amazing look of new snapdeal office at delhi ncr,
491,1,"the lighter side of free, as seen in  's campaign on",
492,1,all the arrangement are awesome now thts we are calling it compartable office,
493,2,the most amazing thing is that not only are the employees at  excited about but also others!,
494,1,is a place where we do our best to assist our customer better!,
495,2,has the best of design and interiors. employees are gonna love their working place for sure!,
496,0,making sense of flipkart’s and snapdeal’s valuations through their gmv,
497,2,"spa, library all at one place.. wow what coud be better than this! l'ovin the news of",
498,1,such a beautifully designed office ever,
499,1,"the pictures looks so wonderful!
kudos to the entire  team!",
500,1,one of the largest online market place  is in gurgaon! looks awesome &amp; unique!!,
501,0,snapdeal opening their new office in gurgaon !,
502,2,snapdeal is one of the best websites i have seen so far. delivery made me happy,
503,1,"loved this interior
 ,amazing !!",
504,1,such a beautifully designed office,
505,1,tvs-e mechanical keyboard usb keyboard is selling cheaper at inr 2016 today,
506,1,"lover ? 
f&amp;d a111u multimedia speaker at 50% off rs 1349  here 
rs 2079 
rs 2078",
507,0,just can't get my eyes off. the designs and interiors of the office is making me say wow.,
508,4,it has great work area space to sit serenely to work and plan effectively,
509,0,"just say wow.  
look at this",
510,4,it has great desk space to sit comfortably in order to work n plan  efficiently,
511,1,let me know how can i apply to work in snapdeal,
512,1,the gurgoan will be the ultimate place for the employees to work in,
513,1,their office is the perfect workplace  to their employees,
514,1,the infrastructure is just outstanding! in love with the new workplace,
